date,asof_utc,published_utc,headline
2023-01-13,2023-01-12 15:30:00+00:00,2023-01-12 03:35:50+00:00,European stocks higher; ASOS soars despite revenue drop
2023-01-13,2023-01-12 15:30:00+00:00,2023-01-12 09:07:23+00:00,Wall Street mixed as inflation falls and FTSE 100 hits new four and a half year high
2023-01-13,2023-01-12 15:30:00+00:00,2023-01-12 09:07:23+00:00,Wall Street higher and FTSE 100 climbs as US inflation cools
2023-01-13,2023-01-12 15:30:00+00:00,2023-01-12 09:07:23+00:00,FTSE 100 and European stocks rally ahead of key US inflation figures
2023-01-13,2023-01-12 15:30:00+00:00,2023-01-12 09:07:23+00:00,FTSE 100 and European stocks higher ahead of key US inflation figures
2023-01-16,2023-01-13 15:30:00+00:00,2023-01-13 03:48:36+00:00,European stocks higher; U.K. GDP surprises to the upside
2023-01-16,2023-01-13 15:30:00+00:00,2023-01-13 09:16:51+00:00,Wall Street mixed as FTSE 100 touches four-year high
2023-01-16,2023-01-13 15:30:00+00:00,2023-01-13 09:16:51+00:00,Wall Street opens lower after FTSE 100 touched four-year high
2023-01-16,2023-01-13 15:30:00+00:00,2023-01-13 09:16:51+00:00,FTSE 100 nears all-time high as UK economy grows
2023-01-17,2023-01-16 15:30:00+00:00,2023-01-14 08:30:00+00:00,European Assets Are Now All the Rage as US Markets Sputter
2023-01-17,2023-01-16 15:30:00+00:00,2023-01-16 01:59:25+00:00,"European stock futures mixed; German ZEW sentiment data, BOJ, Davos in focus"
2023-01-17,2023-01-16 15:30:00+00:00,2023-01-16 03:30:58+00:00,European stocks higher; German inflation data offers hope
2023-01-17,2023-01-16 15:30:00+00:00,2023-01-16 08:40:49+00:00,FTSE 100 continues rally towards record high
2023-01-18,2023-01-17 15:30:00+00:00,2023-01-17 04:15:07+00:00,European stocks slip; Ocado struggles with in-store shopping return
2023-01-18,2023-01-17 15:30:00+00:00,2023-01-17 08:49:31+00:00,FTSE 100 dips into the red as annual Davos meeting raises concerns on global outlook
2023-01-19,2023-01-18 15:30:00+00:00,2023-01-18 03:50:12+00:00,European stocks largely unchanged; U.K. CPI remained elevated
2023-01-19,2023-01-18 15:30:00+00:00,2023-01-18 08:56:52+00:00,Wall Street dips as FTSE 100 closes in the red despite inflation ease
2023-01-19,2023-01-18 15:30:00+00:00,2023-01-18 08:56:52+00:00,Wall Street opens higher while FTSE 100 dips despite inflation ease
2023-01-19,2023-01-18 15:30:00+00:00,2023-01-18 08:56:52+00:00,FTSE 100 struggles to take off as inflation eases to 10.5%
2023-01-19,2023-01-18 15:30:00+00:00,2023-01-18 08:56:52+00:00,FTSE 100 flat as inflation eases to 10.5%
2023-01-20,2023-01-19 15:30:00+00:00,2023-01-19 04:07:58+00:00,European stocks lower on recession fears; Boohoo slumps
2023-01-20,2023-01-19 15:30:00+00:00,2023-01-19 08:51:31+00:00,Wall Street lower as FTSE 100 closes in the red amid global recession fears
2023-01-20,2023-01-19 15:30:00+00:00,2023-01-19 08:51:31+00:00,FTSE 100 in the red as Keir Starmer tells Davos the UK is ‘open for business’
2023-01-23,2023-01-20 15:30:00+00:00,2023-01-20 04:05:20+00:00,European stocks edge higher; Ericsson slumps on weak 5G sales
2023-01-23,2023-01-20 15:30:00+00:00,2023-01-20 07:15:00+00:00,Linde to be removed from DAX index after delisting from Frankfurt Stock Exchange
